Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,id
1,2017-07-01,14.0,Düsseldorf,Düsseldorf,Time Trial,Geraint Thomas,GBR,268
2,2017-07-02,203.5,Düsseldorf,Liège,Flat,Marcel Kittel,GER,541
3,2017-07-03,212.5,Verviers,Longwy,Mountain,Peter Sagan,SVK,654
4,2017-07-04,207.5,Mondorf-les-Bains,Vittel,Flat,Arnaud Démare,FRA,56
5,2017-07-05,160.5,Vittel,La Planche des Belles Filles,Mountain,Fabio Aru,ITA,194
6,2017-07-06,216.0,Vesoul,Troyes,Flat,Marcel Kittel,GER,541
7,2017-07-07,213.5,Troyes,Nuits-Saint-Georges,Flat,Marcel Kittel,GER,541
8,2017-07-08,187.5,Dole,Station des Rousses,Mountain,Lilian Calmejane,FRA,488
9,2017-07-09,181.5,Nantua,Chambéry,Mountain,Rigoberto Urán,COL,713
10,2017-07-11,178.0,Périgueux,Bergerac,Flat,Marcel Kittel,GER,541
11,2017-07-12,203.5,Eymet,Pau,Flat,Marcel Kittel,GER,541
12,2017-07-13,214.5,Pau,Peyragudes,Mountain,Romain Bardet,FRA,746
13,2017-07-14,101.0,Saint-Girons,Foix,Mountain,Warren Barguil,FRA,839
14,2017-07-15,181.5,Blagnac,Rodez,Mountain,Michael Matthews,AUS,585
15,2017-07-16,189.5,Laissac-Sévérac-l'Église,Le Puy-en-Velay,Mountain,Bauke Mollema,NED,67
16,2017-07-18,165.0,Le Puy-en-Velay,Romans-sur-Isère,Mountain,Michael Matthews,AUS,585
17,2017-07-19,183.0,La Mure,Serre Chevalier,Mountain,Primož Roglič,SLO,681
18,2017-07-20,179.5,Briançon,Col d'Izoard,Mountain,Warren Barguil,FRA,839
19,2017-07-21,222.5,Embrun,Salon-de-Provence,Flat,Edvald Boasson Hagen,NOR,162
20,2017-07-22,22.5,Marseille,Marseille,Time Trial,Maciej Bodnar,POL,526
21,2017-07-23,103.0,Montgeron,Paris,Flat,Dylan Groenewegen,NED,152
1,2016-07-02,188.0,Mont Saint-Michel,Utah Beach,Flat,Mark Cavendish,GBR,558
2,2016-07-03,183.0,Saint-Lô,Cherbourg-en-Cotentin,Flat,Peter Sagan,SVK,654
3,2016-07-04,223.5,Granville,Angers,Flat,Mark Cavendish,GBR,558
4,2016-07-05,237.5,Saumur,Limoges,Flat,Marcel Kittel,GER,541
5,2016-07-06,216.0,Limoges,Le Lioran,Mountain,Greg Van Avermaet,BEL,303
6,2016-07-07,190.5,Arpajon-sur-Cère,Montauban,Flat,Mark Cavendish,GBR,558
7,2016-07-08,162.5,L'Isle-Jourdain,Lac de Payolle,Mountain,Steve Cummings,GBR,787
8,2016-07-09,184.0,Pau,Bagnères-de-Luchon,Mountain,Chris Froome,GBR,109
9,2016-07-10,184.5,Vielha Val d'Aran,Andorra-Arcalis,Mountain,Tom Dumoulin,NED,812
10,2016-07-12,197.0,Escaldes-Engordany,Revel,Mountain,Michael Matthews,AUS,585
11,2016-07-13,162.5,Carcassonne,Montpellier,Flat,Peter Sagan,SVK,654
12,2016-07-14,178.0,Montpellier,Chalet Reynard,Mountain,Thomas De Gendt,BEL,807
13,2016-07-15,37.5,Bourg-Saint-Andéol,La Caverne du Pont-d'Arc,Time Trial,Tom Dumoulin,NED,812
14,2016-07-16,208.5,Montélimar,Villars-les-Dombes,Flat,Mark Cavendish,GBR,558
15,2016-07-17,160.0,Bourg-en-Bresse,Culoz,Mountain,Jarlinson Pantano,COL,361
16,2016-07-18,209.0,Moirans-en-Montagne,Bern,Flat,Peter Sagan,SVK,654
17,2016-07-20,184.5,Bern,Finhaut-Émosson,Mountain,Ilnur Zakarin,RUS,341
18,2016-07-21,17.0,Sallanches,Megève,Time Trial,Chris Froome,GBR,109
19,2016-07-22,146.0,Albertville,Saint Gervais-les-Bains,Mountain,Romain Bardet,FRA,746
20,2016-07-23,146.5,Megève,Morzine,Mountain,Ion Izagirre,ESP,343
21,2016-07-24,113.0,Chantilly,Paris,Flat,André Greipel,GER,41
1,2015-07-04,13.8,Utrecht,Utrecht,Time Trial,Rohan Dennis,AUS,740
2,2015-07-05,166.0,Utrecht,Zeeland,Flat,André Greipel,GER,41
3,2015-07-06,159.5,Antwerp,Huy,Flat,Joaquim Rodríguez,ESP,407
4,2015-07-07,223.5,Seraing,Cambrai,Mountain,Tony Martin,GER,817
5,2015-07-08,189.5,Arras,Amiens,Flat,André Greipel,GER,41
6,2015-07-09,191.5,Abbeville,Le Havre,Flat,Zdeněk Štybar,CZE,856
7,2015-07-10,190.5,Livarot,Fougères,Flat,Mark Cavendish,GBR,558
8,2015-07-11,181.5,Rennes,Mûr-de-Bretagne,Flat,Alexis Vuillermoz,FRA,28
9,2015-07-12,28.0,Vannes,Plumelec,Time Trial,BMC Racing Team,NA,62
10,2015-07-14,167.0,Tarbes,La Pierre Saint-Martin,Mountain,Chris Froome,GBR,109
11,2015-07-15,188.0,Pau,Cauterets,Mountain,Rafał Majka,POL,684
12,2015-07-16,195.0,Lannemezan,Plateau de Beille,Mountain,Joaquim Rodríguez,ESP,407
13,2015-07-17,198.5,Muret,Rodez,Mountain,Greg Van Avermaet,BEL,303
14,2015-07-18,178.5,Rodez,Mende,Mountain,Steve Cummings,GBR,787
15,2015-07-19,183.0,Mende,Valence,Mountain,André Greipel,GER,41
16,2015-07-20,201.0,Bourg-de-Péage,Gap,Mountain,Rubén Plaza Molina,ESP,751
17,2015-07-22,161.0,Digne-les-Bains,Pra-Loup,Mountain,Simon Geschke,GER,780
18,2015-07-23,186.5,Gap,Saint-Jean-de-Maurienne,Mountain,Romain Bardet,FRA,746
19,2015-07-24,138.0,Saint-Jean-de-Maurienne,La Toussuire - Les Sybelles,Mountain,Vincenzo Nibali,ITA,831
20,2015-07-25,110.5,Modane,Alpe d'Huez,Mountain,Thibaut Pinot,FRA,804
21,2015-07-26,109.5,Sèvres,Paris,Flat,André Greipel,GER,41
1,2014-07-05,190.5,Leeds,Harrogate,Flat,Marcel Kittel,GER,541
2,2014-07-06,201.0,York,Sheffield,Mountain,Vincenzo Nibali,ITA,831
3,2014-07-07,155.0,Cambridge,London,Flat,Marcel Kittel,GER,541
4,2014-07-08,163.5,Le Touquet-Paris-Plage,Lille Metropole,Flat,Marcel Kittel,GER,541
5,2014-07-09,152.5,Ypres,Arenberg Porte du Hainaut,Mountain,Lars Boom,NED,474
6,2014-07-10,194.0,Arras,Reims,Flat,André Greipel,GER,41
7,2014-07-11,234.5,Épernay,Nancy,Flat,Matteo Trentin,ITA,568
8,2014-07-12,161.0,Tomblaine,Gérardmer La Mauselaine,Mountain,Blel Kadri,FRA,86
9,2014-07-13,170.0,Gérardmer,Mulhouse,Mountain,Tony Martin,GER,817
10,2014-07-14,161.5,Mulhouse,La Planche des Belles Filles,Mountain,Vincenzo Nibali,ITA,831
11,2014-07-16,187.5,Besançon,Oyonnax,Mountain,Tony Gallopin,FRA,816
12,2014-07-17,185.5,Bourg-en-Bresse,Saint-Étienne,Flat,Alexander Kristoff,NOR,26
13,2014-07-18,197.5,Saint-Étienne,Chamrousse,Mountain,Vincenzo Nibali,ITA,831
14,2014-07-19,177.0,Grenoble,Risoul,Mountain,Rafał Majka,POL,684
15,2014-07-20,222.0,Tallard,Nîmes,Flat,Alexander Kristoff,NOR,26
16,2014-07-22,237.5,Carcassonne,Bagnères-de-Luchon,Mountain,Michael Rogers,AUS,587
17,2014-07-23,124.5,Saint-Gaudens,Saint-Lary Pla d’Adet,Mountain,Rafał Majka,POL,684
18,2014-07-24,145.5,Pau,Hautacam,Mountain,Vincenzo Nibali,ITA,831
19,2014-07-25,208.5,Maubourguet Pays du Val d’Adour,Bergerac,Flat,Ramūnas Navardauskas,LTU,686
20,2014-07-26,54.0,Bergerac,Périgueux,Time Trial,Tony Martin,GER,817
21,2014-07-27,137.5,Évry,Paris,Flat,Marcel Kittel,GER,541
1,2013-06-29,213.0,Porto-Vecchio,Bastia,Flat,Marcel Kittel,GER,541
2,2013-06-30,156.0,Bastia,Ajaccio,Mountain,Jan Bakelants,BEL,354
3,2013-07-01,145.5,Ajaccio,Calvi,Mountain,Simon Gerrans,AUS,779
4,2013-07-02,25.0,Nice,Nice,Time Trial,Orica–GreenEDGE,NA,624
5,2013-07-03,228.5,Cagnes-sur-Mer,Marseille,Flat,Mark Cavendish,GBR,558
6,2013-07-04,176.5,Aix-en-Provence,Montpellier,Flat,André Greipel,GER,41
7,2013-07-05,205.5,Montpellier,Albi,Flat,Peter Sagan,SVK,654
8,2013-07-06,195.0,Castres,Ax 3 Domaines,Mountain,Chris Froome,GBR,109
9,2013-07-07,168.5,Saint-Girons,Bagnères-de-Bigorre,Mountain,Dan Martin,IRL,129
10,2013-07-09,197.0,Saint-Gildas-des-Bois,Saint-Malo,Flat,Marcel Kittel,GER,541
11,2013-07-10,33.0,Avranches,Mont Saint-Michel,Time Trial,Tony Martin,GER,817
12,2013-07-11,218.0,Fougères,Tours,Flat,Marcel Kittel,GER,541
13,2013-07-12,173.0,Tours,Saint-Amand-Montrond,Flat,Mark Cavendish,GBR,558
14,2013-07-13,191.0,Saint-Pourçain-sur-Sioule,Lyon,Mountain,Matteo Trentin,ITA,568
15,2013-07-14,242.5,Givors,Mont Ventoux,Mountain,Chris Froome,GBR,109
16,2013-07-16,168.0,Vaison-la-Romaine,Gap,Mountain,Rui Costa,POR,756
17,2013-07-17,32.0,Embrun,Chorges,Time Trial,Chris Froome,GBR,109
18,2013-07-18,172.5,Gap,Alpe d'Huez,Mountain,Christophe Riblon,FRA,116
19,2013-07-19,204.5,Le Bourg-d'Oisans,Le Grand-Bornand,Mountain,Rui Costa,POR,756
20,2013-07-20,125.0,Annecy,Semnoz,Mountain,Nairo Quintana,COL,604
21,2013-07-21,133.5,Versailles,Paris,Flat,Marcel Kittel,GER,541
P,2012-06-30,6.4,Liège,Liège,Time Trial,Fabian Cancellara,SUI,192
1,2012-07-01,198.0,Liège,Seraing,Flat,Peter Sagan,SVK,654
2,2012-07-02,207.5,Visé,Tournai,Flat,Mark Cavendish,GBR,558
3,2012-07-03,197.0,Orchies,Boulogne-sur-Mer,Mountain,Peter Sagan,SVK,654
4,2012-07-04,214.5,Abbeville,Rouen,Flat,André Greipel,GER,41
5,2012-07-05,196.5,Rouen,Saint-Quentin,Flat,André Greipel,GER,41
6,2012-07-06,207.5,Épernay,Metz,Flat,Peter Sagan,SVK,654
7,2012-07-07,199.0,Tomblaine,La Planche des Belles Filles,Mountain,Chris Froome,GBR,109
8,2012-07-08,157.5,Belfort,Porrentruy,Mountain,Thibaut Pinot,FRA,804
9,2012-07-09,41.5,Arc-et-Senans,Besançon,Time Trial,Bradley Wiggins,GBR,89
10,2012-07-11,194.5,Mâcon,Bellegarde-sur-Valserine,Mountain,Thomas Voeckler,FRA,808
11,2012-07-12,148.0,Albertville,La Toussuire-Les Sybelles,Mountain,Pierre Rolland,FRA,670
12,2012-07-13,226.0,Saint-Jean-de-Maurienne,Annonay-Davézieux,Mountain,David Millar,GBR,137
13,2012-07-14,217.0,Saint-Paul-Trois-Châteaux,Cap d'Agde,Flat,André Greipel,GER,41
14,2012-07-15,191.0,Limoux,Foix,Mountain,Luis León Sánchez,ESP,519
15,2012-07-16,158.5,Samatan,Pau,Flat,Pierrick Fédrigo,FRA,673
16,2012-07-18,197.0,Pau,Bagnères-de-Luchon,Mountain,Thomas Voeckler,FRA,808
17,2012-07-19,143.5,Bagnères-de-Luchon,Peyragudes,Mountain,Alejandro Valverde,ESP,22
18,2012-07-20,222.5,Blagnac,Brive-la-Gaillarde,Flat,Mark Cavendish,GBR,558
19,2012-07-21,53.5,Bonneval,Chartres,Time Trial,Bradley Wiggins,GBR,89
20,2012-07-22,120.0,Rambouillet,Paris,Flat,Mark Cavendish,GBR,558
1,2011-07-02,191.5,Passage du Gois,Mont des Alouettes,Flat,Philippe Gilbert,BEL,658
2,2011-07-03,23.0,Les Essarts,Les Essarts,Time Trial,Garmin–Cervélo,NA,254
3,2011-07-04,198.0,Olonne-sur-Mer,Redon,Flat,Tyler Farrar,USA,818
4,2011-07-05,172.5,Lorient,Mûr-de-Bretagne,Flat,Cadel Evans,AUS,95
5,2011-07-06,164.5,Carhaix,Cap Fréhel,Flat,Mark Cavendish,GBR,558
6,2011-07-07,226.5,Dinan,Lisieux,Flat,Edvald Boasson Hagen,NOR,162
7,2011-07-08,218.0,Le Mans,Châteauroux,Flat,Mark Cavendish,GBR,558
8,2011-07-09,189.0,Aigurande,Super Besse,Mountain,Rui Costa,POR,756
9,2011-07-10,208.0,Issoire,Saint-Flour,Mountain,Luis León Sánchez,ESP,519
10,2011-07-12,158.0,Aurillac,Carmaux,Flat,André Greipel,GER,41
11,2011-07-13,167.5,Blaye-les-Mines,Lavaur,Flat,Mark Cavendish,GBR,558
12,2011-07-14,211.0,Cugnaux,Luz Ardiden,Mountain,Samuel Sánchez,ESP,763
13,2011-07-15,152.5,Pau,Lourdes,Mountain,Thor Hushovd,NOR,809
14,2011-07-16,168.5,Saint-Gaudens,Plateau de Beille,Mountain,Jelle Vanendert,BEL,396
15,2011-07-17,192.5,Limoux,Montpellier,Flat,Mark Cavendish,GBR,558
16,2011-07-19,162.5,Saint-Paul-Trois-Châteaux,Gap,Mountain,Thor Hushovd,NOR,809
17,2011-07-20,179.0,Gap,Pinerolo,Mountain,Edvald Boasson Hagen,NOR,162
18,2011-07-21,200.5,Pinerolo,Col du Galibier-Serre Chevalier,Mountain,Andy Schleck,LUX,46
19,2011-07-22,109.5,Modane,Alpe d'Huez,Mountain,Pierre Rolland,FRA,670
20,2011-07-23,42.5,Grenoble,Grenoble,Time Trial,Tony Martin,GER,817
21,2011-07-24,95.0,Créteil,Paris,Flat,Mark Cavendish,GBR,558
P,2010-07-03,8.9,Rotterdam,Rotterdam,Time Trial,Fabian Cancellara,SUI,192
1,2010-07-04,223.5,Rotterdam,Brussels,Flat,Alessandro Petacchi,ITA,24
2,2010-07-05,201.0,Brussels,Spa,Flat,Sylvain Chavanel,FRA,793
3,2010-07-06,213.0,Wanze,Arenberg Porte du Hainaut,Flat,Thor Hushovd,NOR,809
4,2010-07-07,153.5,Cambrai,Reims,Flat,Alessandro Petacchi,ITA,24
5,2010-07-08,187.5,Épernay,Montargis,Flat,Mark Cavendish,GBR,558
6,2010-07-09,227.5,Montargis,Gueugnon,Flat,Mark Cavendish,GBR,558
7,2010-07-10,165.5,Tournus,Station des Rousses,Mountain,Sylvain Chavanel,FRA,793
8,2010-07-11,189.0,Station des Rousses,Morzine-Avoriaz,Mountain,Andy Schleck,LUX,46
9,2010-07-13,204.5,Morzine-Avoriaz,Saint-Jean-de-Maurienne,Mountain,Sandy Casar,FRA,764
10,2010-07-14,179.0,Chambéry,Gap,Mountain,Sérgio Paulinho,POR,796
11,2010-07-15,184.5,Sisteron,Bourg-lès-Valence,Flat,Mark Cavendish,GBR,558
12,2010-07-16,210.5,Bourg-de-Péage,Mende,Mountain,Joaquim Rodríguez,ESP,407
13,2010-07-17,196.0,Rodez,Revel,Flat,Alexander Vinokourov,KAZ,27
14,2010-07-18,184.5,Revel,Ax 3 Domaines,Mountain,Christophe Riblon,FRA,116
15,2010-07-19,187.5,Pamiers,Bagnères-de-Luchon,Mountain,Thomas Voeckler,FRA,808
16,2010-07-20,199.5,Bagnères-de-Luchon,Pau,Mountain,Pierrick Fédrigo,FRA,673
17,2010-07-22,174.0,Pau,Col du Tourmalet,Mountain,Andy Schleck,LUX,46
18,2010-07-23,198.0,Salies-de-Béarn,Bordeaux,Flat,Mark Cavendish,GBR,558
19,2010-07-24,52.0,Bordeaux,Pauillac,Time Trial,Fabian Cancellara,SUI,192
20,2010-07-25,102.5,Longjumeau,Paris,Flat,Mark Cavendish,GBR,558
1,2009-07-04,15.5,Monaco,Monaco,Time Trial,Fabian Cancellara,SUI,192
2,2009-07-05,187.0,Monaco,Brignoles,Flat,Mark Cavendish,GBR,558
3,2009-07-06,196.5,Marseille,La Grande-Motte,Flat,Mark Cavendish,GBR,558
4,2009-07-07,39.0,Montpellier,Montpellier,Time Trial,Astana,NA,60
5,2009-07-08,196.5,Cap d'Agde,Perpignan,Flat,Thomas Voeckler,FRA,808
6,2009-07-09,181.5,Girona,Barcelona,Flat,Thor Hushovd,NOR,809
7,2009-07-10,224.0,Barcelona,Andorra-Arcalis,Mountain,Brice Feillu,FRA,91
8,2009-07-11,176.5,Andorra la Vella,Saint-Girons,Mountain,Luis León Sánchez,ESP,519
9,2009-07-12,160.5,Saint-Gaudens,Tarbes,Mountain,Pierrick Fédrigo,FRA,673
10,2009-07-14,194.5,Limoges,Issoudun,Flat,Mark Cavendish,GBR,558
11,2009-07-15,192.0,Vatan,Saint-Fargeau,Flat,Mark Cavendish,GBR,558
12,2009-07-16,211.5,Tonnerre,Vittel,Flat,Nicki Sørensen,DEN,609
13,2009-07-17,200.0,Vittel,Colmar,Mountain,Heinrich Haussler,GER,319
14,2009-07-18,199.0,Colmar,Besançon,Flat,Sergei Ivanov,RUS,774
15,2009-07-19,207.5,Pontarlier,Verbier,Mountain,Alberto Contador,ESP,19
16,2009-07-21,159.0,Martigny,Bourg-Saint-Maurice,Mountain,Sandy Casar,FRA,764
17,2009-07-22,169.5,Bourg-Saint-Maurice,Le Grand-Bornand,Mountain,Fränk Schleck,LUX,246
18,2009-07-23,40.5,Annecy,Annecy,Time Trial,Alberto Contador,ESP,19
19,2009-07-24,178.0,Bourgoin-Jallieu,Aubenas,Flat,Mark Cavendish,GBR,558
20,2009-07-25,167.0,Montélimar,Mont Ventoux,Mountain,Juan Manuel Gárate,ESP,444
21,2009-07-26,164.0,Montereau-Fault-Yonne,Paris,Flat,Mark Cavendish,GBR,558
1,2008-07-05,197.5,Brest,Plumelec,Flat,Alejandro Valverde,ESP,22
2,2008-07-06,164.5,Auray,Saint-Brieuc,Flat,Thor Hushovd,NOR,809
3,2008-07-07,208.0,Saint-Malo,Nantes,Flat,Samuel Dumoulin,FRA,762
4,2008-07-08,29.5,Cholet,Cholet,Time Trial,Kim Kirchen,LUX,467
5,2008-07-09,232.0,Cholet,Châteauroux,Flat,Mark Cavendish,GBR,558
6,2008-07-10,195.5,Aigurande,Super-Besse Sancy,Other,Alejandro Valverde,ESP,22
7,2008-07-11,159.0,Brioude,Aurillac,Other,Luis León Sánchez,ESP,519
8,2008-07-12,172.5,Figeac,Toulouse,Flat,Mark Cavendish,GBR,558
9,2008-07-13,224.0,Toulouse,Bagnères-de-Bigorre,Mountain,Vladimir Efimkin,RUS,834
10,2008-07-14,156.0,Pau,Hautacam,Mountain,Juan José Cobo,ESP,443
11,2008-07-16,167.5,Lannemezan,Foix,Other,Kurt Asle Arvesen,NOR,469
12,2008-07-17,168.5,Lavelanet,Narbonne,Flat,Mark Cavendish,GBR,558
13,2008-07-18,182.0,Narbonne,Nîmes,Flat,Mark Cavendish,GBR,558
14,2008-07-19,194.5,Nîmes,Digne-les-Bains,Flat,Óscar Freire,ESP,867
15,2008-07-20,183.0,Embrun,Prato Nevoso,Mountain,Simon Gerrans,AUS,779
16,2008-07-22,157.0,Cuneo,Jausiers,Mountain,Cyril Dessel,FRA,122
17,2008-07-23,210.5,Embrun,Alpe d'Huez,Mountain,Carlos Sastre,ESP,98
18,2008-07-24,196.5,Bourg-d'Oisans,Saint-Étienne,Other,Marcus Burghardt,GER,548
19,2008-07-25,165.5,Roanne,Montluçon,Flat,Sylvain Chavanel,FRA,793
20,2008-07-26,53.0,Cérilly,Saint-Amand-Montrond,Time Trial,Fabian Cancellara,SUI,192
21,2008-07-27,143.0,Étampes,Paris,Flat,Gert Steegmans,BEL,276
P,2007-07-07,7.9,London,London,Time Trial,Fabian Cancellara,SUI,192
1,2007-07-08,203.0,London,Canterbury,Flat,Robbie McEwen,AUS,721
2,2007-07-09,168.5,Dunkirk,Ghent,Flat,Gert Steegmans,BEL,276
3,2007-07-10,236.5,Waregem - Compiègne,Waregem - Compiègne,Flat,Fabian Cancellara,SUI,192
4,2007-07-11,193.0,Villers-Cotterêts,Joigny,Flat,Thor Hushovd,NOR,809
5,2007-07-12,182.5,Chablis,Autun,Other,Filippo Pozzato,ITA,218
6,2007-07-13,199.5,Semur-en-Auxois,Bourg-en-Bresse,Flat,Tom Boonen,BEL,811
7,2007-07-14,197.5,Bourg-en-Bresse,Le Grand-Bornand,Mountain,Linus Gerdemann,GER,489
8,2007-07-15,165.0,Le Grand-Bornand,Tignes,Mountain,Michael Rasmussen,DEN,586
9,2007-07-17,159.5,Val-d'Isère,Briançon,Mountain,Mauricio Soler,COL,579
10,2007-07-18,229.5,Tallard,Marseille,Flat,Cédric Vasseur,FRA,126
11,2007-07-19,182.5,Marseille,Montpellier,Flat,Robert Hunter,RSA,724
12,2007-07-20,178.5,Montpellier,Castres,Other,Tom Boonen,BEL,811
13,2007-07-21,54.0,Albi,Albi,Time Trial,Cadel Evans,AUS,95
14,2007-07-22,197.0,Mazamet,Plateau-de-Beille,Mountain,Alberto Contador,ESP,19
15,2007-07-23,196.0,Foix,Loudenvielle,Mountain,Kim Kirchen,LUX,467
16,2007-07-25,218.5,Orthez,Gourette–Col d'Aubisque,Mountain,Michael Rasmussen,DEN,586
17,2007-07-26,188.5,Pau,Castelsarrasin,Other,Daniele Bennati,ITA,132
18,2007-07-27,211.0,Cahors,Angoulême,Flat,Sandy Casar,FRA,764
19,2007-07-28,55.5,Cognac,Angoulême,Time Trial,Levi Leipheimer,USA,487
20,2007-07-29,146.0,Marcoussis,Paris,Flat,Daniele Bennati,ITA,132
P,2006-07-01,7.1,Strasbourg,Strasbourg,Time Trial,Thor Hushovd,NOR,809
1,2006-07-02,184.5,Strasbourg,Strasbourg,Flat,Jimmy Casper,FRA,402
2,2006-07-03,228.5,Obernai,Esch-sur-Alzette,Flat,Robbie McEwen,AUS,721
3,2006-07-04,216.5,Esch-sur-Alzette,Valkenburg,Hilly,Matthias Kessler,GER,569
4,2006-07-05,207.0,Huy,Saint-Quentin,Flat,Robbie McEwen,AUS,721
5,2006-07-06,225.0,Beauvais,Caen,Flat,Óscar Freire,ESP,867
6,2006-07-07,189.0,Lisieux,Vitré,Flat,Robbie McEwen,AUS,721
7,2006-07-08,52.0,Saint Grégoire,Rennes,Time Trial,Serhiy Honchar,UKR,776
8,2006-07-09,181.0,Saint-Méen-le-Grand,Lorient,Flat,Sylvain Calzati,FRA,792
9,2006-07-11,169.5,Bordeaux,Dax,Flat,Óscar Freire,ESP,867
10,2006-07-12,190.5,Cambo-les-Bains,Pau,Mountain,Juan Miguel Mercado,ESP,446
11,2006-07-13,206.5,Tarbes,Val d'Aran/Pla-de-Beret,Mountain,Denis Menchov,RUS,141
12,2006-07-14,211.5,Luchon,Carcassonne,Hilly,Yaroslav Popovych,UKR,854
13,2006-07-15,230.0,Béziers,Montélimar,Flat,Jens Voigt,GER,398
14,2006-07-16,180.5,Montélimar,Gap,Hilly,Pierrick Fédrigo,FRA,673
15,2006-07-18,187.0,Gap,Alpe d'Huez,Mountain,Fränk Schleck,LUX,246
16,2006-07-19,182.0,Le Bourg-d'Oisans,La Toussuire,Mountain,Michael Rasmussen,DEN,586
17,2006-07-20,200.5,Saint-Jean-de-Maurienne,Morzine,Mountain,Carlos Sastre,ESP,98
18,2006-07-21,197.0,Morzine,Mâcon,Flat,Matteo Tosatto,ITA,567
19,2006-07-22,57.0,Le Creusot,Montceau-les-Mines,Time Trial,Serhiy Honchar,UKR,776
20,2006-07-23,154.5,Antony/Parc de Sceaux,Paris,Flat,Thor Hushovd,NOR,809
1,2005-07-02,19.0,Fromentine,Noirmoutier-en-l'Île,Time Trial,David Zabriskie,USA,139
2,2005-07-03,181.5,Challans,Les Essarts,Flat,Tom Boonen,BEL,811
3,2005-07-04,212.5,La Châtaigneraie,Tours,Flat,Tom Boonen,BEL,811
4,2005-07-05,67.5,Tours,Blois,Time Trial,Discovery Channel,NA,145
5,2005-07-06,183.0,Chambord,Montargis,Flat,Robbie McEwen,AUS,721
6,2005-07-07,199.0,Troyes,Nancy,Flat,Lorenzo Bernucci,ITA,491
7,2005-07-08,228.5,Lunéville,Karlsruhe,Flat,Robbie McEwen,AUS,721
8,2005-07-09,231.5,Pforzheim,Gérardmer,Hilly,Pieter Weening,NED,674
9,2005-07-10,171.0,Gérardmer,Mulhouse,Hilly,Michael Rasmussen,DEN,586
10,2005-07-12,177.0,Grenoble,Courchevel,Mountain,Alejandro Valverde,ESP,22
11,2005-07-13,173.0,Courchevel,Briançon,Mountain,Alexander Vinokourov,KAZ,27
12,2005-07-14,187.0,Briançon,Digne-les-Bains,Hilly,David Moncoutié,FRA,138
13,2005-07-15,173.5,Miramas,Montpellier,Flat,Robbie McEwen,AUS,721
14,2005-07-16,220.5,Agde,Ax 3 Domaines,Mountain,Georg Totschnig,AUT,257
15,2005-07-17,205.5,Lézat-sur-Lèze,Saint-Lary-Soulan Pla d'Adet,Mountain,George Hincapie,USA,258
16,2005-07-19,180.5,Mourenx,Pau,Mountain,Óscar Pereiro,ESP,868
17,2005-07-20,239.5,Pau,Revel,Flat,Paolo Savoldelli,ITA,633
18,2005-07-21,189.0,Albi,Mende,Hilly,Marcos Antonio Serrano,ESP,547
19,2005-07-22,153.5,Issoire,Le Puy-en-Velay,Hilly,Giuseppe Guerini,ITA,297
20,2005-07-23,55.5,Saint-Étienne,Saint-Étienne,Time Trial,Lance Armstrong,USA,473
21,2005-07-24,144.5,Corbeil-Essonnes,Paris,Flat,Alexander Vinokourov,KAZ,27
P,2004-07-03,6.1,Liège,Liège,Time Trial,Fabian Cancellara,SUI,192
1,2004-07-04,202.5,Liège,Charleroi,Flat,Jaan Kirsipuu,EST,346
2,2004-07-05,197.0,Charleroi,Namur,Flat,Robbie McEwen,AUS,721
3,2004-07-06,210.0,Waterloo,Wasquehal,Flat,Jean-Patrick Nazon,FRA,388
4,2004-07-07,64.5,Cambrai,Arras,Time Trial,U.S. Postal Service,USA,820
5,2004-07-08,200.5,Amiens,Chartres,Flat,Stuart O'Grady,AUS,789
6,2004-07-09,196.0,Bonneval,Angers,Flat,Tom Boonen,BEL,811
7,2004-07-10,204.5,Châteaubriant,Saint-Brieuc,Flat,Filippo Pozzato,ITA,218
8,2004-07-11,168.0,Lamballe,Quimper,Flat,Thor Hushovd,NOR,809
9,2004-07-13,160.5,Saint-Léonard-de-Noblat,Guéret,Flat,Robbie McEwen,AUS,721
10,2004-07-14,237.0,Limoges,Saint-Flour,Hilly,Richard Virenque,FRA,712
11,2004-07-15,164.0,Saint-Flour,Figeac,Hilly,David Moncoutié,FRA,138
12,2004-07-16,197.5,Castelsarrasin,La Mongie,Mountain,Ivan Basso,ITA,345
13,2004-07-17,205.5,Lannemezan,Plateau de Beille,Mountain,Lance Armstrong,USA,473
14,2004-07-18,192.5,Carcassonne,Nîmes,Flat,Aitor González,ESP,13
15,2004-07-20,180.5,Valréas,Villard-de-Lans,Mountain,Lance Armstrong,USA,473
16,2004-07-21,15.5,Le Bourg-d'Oisans,Alpe d'Huez,Time Trial,Lance Armstrong,USA,473
17,2004-07-22,204.5,Le Bourg-d'Oisans,Le Grand-Bornand,Mountain,Lance Armstrong,USA,473
18,2004-07-23,166.5,Annemasse,Lons-le-Saunier,Hilly,Juan Miguel Mercado,ESP,446
19,2004-07-24,55.0,Besançon,Besançon,Time Trial,Lance Armstrong,USA,473
20,2004-07-25,163.0,Montereau-Fault-Yonne,Paris,Flat,Tom Boonen,BEL,811
P,2003-07-05,6.5,Paris,Paris,Time Trial,Bradley McGee,AUS,88
1,2003-07-06,168.0,Saint-Denis,Meaux,Flat,Alessandro Petacchi,ITA,24
2,2003-07-07,204.5,La Ferté-sous-Jouarre,Sedan,Flat,Baden Cooke,AUS,63
